"year","ANZ","CAM","CAN","CHI","EEU","FSU","JPK","LAM","MAF","MDE","SAS","SEA","SIS","SSA","USA","WEU"
1971,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1972,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1973,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1974,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1975,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1976,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1977,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1978,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1979,1.143,3.563,2.785,4.242,2.909,2.787,3.234,3.273,3.629,2.353,0.774,4.471,2.93,0.77,1.868,2.731
1980,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1981,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1982,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1983,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1984,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1985,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1986,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1987,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1988,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1989,2,-1.709,3.131,14.12,1.39,4.075,7.13,-2.046,2.753,-0.967,7.033,7.027,1.29,-1.96,3.239,4.542
1990,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1991,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1992,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1993,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1994,1.212,-0.195,0.209,9.406,-0.902,-10.349,1.378,2.464,-0.069,1.534,3.052,5.567,0.87,-1.44,1.079,1.076
1995,1.648,3.076,0.218,7.798,3.88,-3.47,3.814,1.651,4.516,1.839,4.854,5.408,3.473,1.917,2.734,1.559
1996,1.427,4.767,4.42,7.216,3.235,1.246,0.873,3.327,0.681,2.139,2.744,2.825,2.69,0.52,6.055,2.351
1997,2.871,4.921,3.358,7.253,3.241,0.432,1.823,3.611,1.995,3.543,2.749,3.743,5.402,0.256,3.595,2.466
1998,3.617,3.051,2.298,4.783,2.515,-4.268,-1.915,-0.568,3.453,1.298,3.627,-4.166,3.532,-1.552,3.535,2.641
1999,3.525,1.981,3.528,5.684,2.508,2.683,1.303,-3.042,3.11,-2.684,4.744,2.699,2.462,-0.425,3.395,2.348
2000,2.678,0.799,3.668,7.491,3.709,7.6,1.944,1.544,2.011,3.349,4.055,4.499,5.542,0.505,4.155,3.176
2001,2.081,0.969,1.852,3.817,2.065,2.065,1.998,0.969,0.969,0.024,3.084,3.817,0.969,0.969,1.682,1.852
2002,2.061,1.139,1.856,3.701,2.243,2.243,2.053,1.139,1.139,0.299,3.019,3.701,1.139,1.139,1.698,1.856
2003,2.041,1.309,1.861,3.584,2.422,2.422,2.041,1.309,1.309,0.574,2.954,3.584,1.309,1.309,1.715,1.861
2004,2.021,1.479,1.866,3.468,2.6,2.6,2.021,1.479,1.479,0.849,2.889,3.468,1.479,1.479,1.731,1.866
2005,2.002,1.649,1.871,3.351,2.779,2.779,2.002,1.649,1.649,1.124,2.824,3.351,1.649,1.649,1.748,1.871
2006,1.982,1.818,1.875,3.234,2.958,2.958,1.982,1.818,1.818,1.398,2.758,3.234,1.818,1.818,1.764,1.875
2007,1.962,1.988,1.88,3.118,3.136,3.136,1.962,1.988,1.988,1.673,2.693,3.118,1.988,1.988,1.781,1.88
2008,1.942,2.158,1.885,3.001,3.315,3.315,1.942,2.158,2.158,1.948,2.628,3.001,2.158,2.158,1.797,1.885
2009,1.922,2.328,1.889,2.885,3.493,3.493,1.922,2.328,2.328,2.223,2.563,2.885,2.328,2.328,1.814,1.889
2010,1.902,2.498,1.83,2.768,3.672,3.672,1.902,2.498,2.498,2.498,2.498,2.498,2.498,2.498,1.83,1.894
2011,1.881,2.493,1.816,2.779,3.649,3.649,1.881,2.493,2.493,2.493,2.493,2.493,2.493,2.493,1.816,1.874
2012,1.86,2.488,1.802,2.79,3.626,3.626,1.86,2.488,2.488,2.488,2.488,2.488,2.488,2.488,1.802,1.855
2013,1.84,2.482,1.788,2.8,3.604,3.604,1.84,2.482,2.482,2.482,2.482,2.482,2.482,2.482,1.788,1.835
2014,1.819,2.477,1.774,2.811,3.581,3.581,1.819,2.477,2.477,2.477,2.477,2.477,2.477,2.477,1.774,1.816
2015,1.72885379788676,2.33339146471336,1.33441103975689,8.24247540855245,2.42788035251134,4.12257481208487,1.80606606385358,2.95862823300872,2.15196515284242,2.54264020288619,4.78088413584405,3.9194242592862,2.48379171434177,2.71838561578917,1.62525538976277,0.954645592594039
2016,1.74301663463517,2.33100984475342,1.35648087278306,8.11681801999575,2.56646176991227,4.0787882193437,1.81545666394646,2.99795468031887,2.52366251910245,2.55966643428894,4.86992287457,4.01597717748244,2.49419902166428,2.88903962189419,1.72190449967954,1.03453382930275
2017,1.75717947138357,2.32862822479348,1.37855070580923,7.99116063143905,2.7050431873132,4.03500162660253,1.82484726403933,3.03728112762902,2.89535988536247,2.57669266569168,4.95896161329594,4.11253009567868,2.5046063289868,3.05969362799922,1.8185536095963,1.11442206601145
2018,1.77134230813198,2.32624660483353,1.40062053883539,7.86550324288235,2.84362460471414,3.99121503386136,1.8342378641322,3.07660757493917,3.2670572516225,2.59371889709442,5.04800035202189,4.20908301387492,2.51501363630932,3.23034763410424,1.91520271951307,1.19431030272016
2019,1.78550514488038,2.32386498487359,1.42269037186156,7.73984585432566,2.98220602211507,3.94742844112018,1.84362846422507,3.11593402224932,3.63875461788253,2.61074512849717,5.13703909074783,4.30563593207116,2.52542094363184,3.40100164020927,2.01185182942984,1.27419853942887
2020,1.79966798162878,2.32148336491365,1.44476020488773,7.61418846576896,3.120787439516,3.90364184837901,1.85301906431794,3.15526046955947,4.01045198414256,2.62777135989991,5.22607782947377,4.4021888502674,2.53582825095435,3.5716556463143,2.1085009393466,1.35408677613758
2021,1.7200475828218,2.32992295047787,1.36597733923981,7.25437160009598,3.05678910985116,3.85368047594481,1.86626370796339,3.06624786176017,4.00127120840337,2.57930046862615,5.15434173997188,4.30372535021814,2.51503224064053,3.5626044200995,1.99336993807155,1.32324281304896
2022,1.64042718401483,2.33836253604208,1.28719447359189,6.894554734423,2.99279078018632,3.80371910351061,1.87950835160885,2.97723525396087,3.99209043266418,2.53082957735239,5.08260565046998,4.20526185016888,2.49423623032671,3.5535531938847,1.8782389367965,1.29239884996035
2023,1.56080678520785,2.3468021216063,1.20841160794398,6.53473786875002,2.92879245052148,3.75375773107641,1.8927529952543,2.88822264616156,3.982909656925,2.48235868607863,5.01086956096808,4.10679835011962,2.47344022001289,3.5445019676699,1.76310793552144,1.26155488687174
2024,1.48118638640087,2.35524170717052,1.12962874229606,6.17492100307705,2.86479412085663,3.70379635864222,1.90599763889975,2.79921003836226,3.97372888118581,2.43388779480487,4.93913347146619,4.00833485007036,2.45264420969907,3.5354507414551,1.64797693424639,1.23071092378313
2025,1.40156598759389,2.36368129273474,1.05084587664814,5.81510413740407,2.80079579119179,3.65383498620802,1.91924228254521,2.71019743056296,3.96454810544662,2.38541690353111,4.86739738196429,3.9098713500211,2.43184819938524,3.5263995152403,1.53284593297134,1.19986696069452
2026,1.3570389038549,2.35602169854871,1.04661945501912,5.51132364695316,2.7532456294244,3.57449607656295,1.88611025961431,2.64741051429398,3.90704136777911,2.35932048485198,4.75371413430099,3.81809868751784,2.4062918574922,3.51901684334624,1.46417078921729,1.19709462720305
2027,1.3125118201159,2.34836210436267,1.04239303339011,5.20754315650224,2.70569546765701,3.49515716691789,1.8529782366834,2.58462359802501,3.8495346301116,2.33322406617284,4.64003088663769,3.72632602501458,2.38073551559915,3.51163417145219,1.39549564546325,1.19432229371157
2028,1.26798473637691,2.34070251017664,1.03816661176109,4.90376266605133,2.65814530588962,3.41581825727283,1.8198462137525,2.52183668175604,3.7920278924441,2.30712764749371,4.52634763897439,3.63455336251132,2.3551791737061,3.50425149955814,1.3268205017092,1.1915499602201
2029,1.22345765263792,2.3330429159906,1.03394019013207,4.59998217560042,2.61059514412223,3.33647934762777,1.7867141908216,2.45904976548707,3.73452115477659,2.28103122881457,4.41266439131109,3.54278070000806,2.32962283181306,3.49686882766408,1.25814535795515,1.18877762672863
2030,1.17893056889893,2.32538332180456,1.02971376850305,4.2962016851495,2.56304498235485,3.25714043798271,1.7535821678907,2.3962628492181,3.67701441710908,2.25493481013543,4.2989811436478,3.4510080375048,2.30406648992001,3.48948615577003,1.1894702142011,1.18600529323716
2031,1.15991235553357,2.31165727877248,1.05176969713414,4.07635973068863,2.52206819275334,3.16025804674086,1.70461004216485,2.35352311710723,3.60648752148053,2.20252052886916,4.21124500063009,3.38330965014335,2.29154261186414,3.47257529855462,1.14266137855624,1.19491736551019
2032,1.1408941421682,2.29793123574039,1.07382562576523,3.85651777622776,2.48109140315183,3.06337565549901,1.65563791643901,2.31078338499636,3.53596062585199,2.15010624760289,4.12350885761238,3.3156112627819,2.27901873380827,3.45566444133921,1.09585254291138,1.20382943778323
2033,1.12187592880284,2.2842051927083,1.09588155439631,3.63667582176689,2.44011461355033,2.96649326425716,1.60666579071316,2.2680436528855,3.46543373022344,2.09769196633661,4.03577271459467,3.24791287542046,2.26649485575241,3.43875358412381,1.04904370726651,1.21274151005626
2034,1.10285771543748,2.27047914967621,1.1179374830274,3.41683386730602,2.39913782394882,2.86961087301531,1.55769366498732,2.22530392077463,3.3949068345949,2.04527768507034,3.94803657157696,3.18021448805901,2.25397097769654,3.4218427269084,1.00223487162165,1.2216535823293
2035,1.08383950207211,2.25675310664413,1.13999341165849,3.19699191284515,2.35816103434732,2.77272848177346,1.50872153926147,2.18256418866376,3.32437993896635,1.99286340380407,3.86030042855925,3.11251610069756,2.24144709964067,3.404931869693,0.955426035976781,1.23056565460233
2036,1.08297360347188,2.2468484049065,1.14268911921834,3.09463618154386,2.31030421673592,2.67668004568259,1.47847512179261,2.16752856298996,3.27676716909716,1.96507865449428,3.8121275588427,3.08444448841737,2.25374937047669,3.43656435683167,0.929766368733667,1.24742981173228
2037,1.08210770487165,2.23694370316887,1.14538482677819,2.99228045024257,2.26244739912452,2.58063160959173,1.44822870432376,2.15249293731616,3.22915439922797,1.93729390518449,3.76395468912616,3.05637287613719,2.26605164131271,3.46819684397034,0.904106701490552,1.26429396886223
2038,1.08124180627142,2.22703900143124,1.14808053433804,2.88992471894128,2.21459058151312,2.48458317350086,1.4179822868549,2.13745731164237,3.18154162935878,1.90950915587471,3.71578181940961,3.028301263857,2.27835391214872,3.49982933110901,0.878447034247438,1.28115812599218
2039,1.08037590767119,2.21713429969361,1.15077624189789,2.78756898763999,2.16673376390172,2.38853473741,1.38773586938604,2.12242168596857,3.13392885948959,1.88172440656492,3.66760894969307,3.00022965157681,2.29065618298474,3.53146181824768,0.852787367004324,1.29802228312213
2040,1.07951000907096,2.20722959795598,1.15347194945774,2.6852132563387,2.11887694629032,2.29248630131913,1.35748945191718,2.10738606029477,3.0863160896204,1.85393965725513,3.61943607997652,2.97215803929662,2.30295845382076,3.56309430538635,0.82712769976121,1.31488644025208
2041,1.08312286752686,2.20967111996151,1.13433452090373,2.61770073380058,2.06189407183759,2.19951929338682,1.3555674171042,2.09276925904992,3.04715979606534,1.8210396091682,3.56771423537116,2.93489233132468,2.31174365505988,3.59193044080793,0.807043828069811,1.31682858334011
2042,1.08673572598275,2.21211264196703,1.11519709234972,2.55018821126245,2.00491119738486,2.10655228545451,1.35364538229123,2.07815245780508,3.00800350251027,1.78813956108128,3.5159923907658,2.89762662335273,2.32052885629901,3.6207665762295,0.786959956378412,1.31877072642815
2043,1.09034858443865,2.21455416397256,1.0960596637957,2.48267568872433,1.94792832293214,2.0135852775222,1.35172334747825,2.06353565656023,2.96884720895521,1.75523951299435,3.46427054616044,2.86036091538078,2.32931405753813,3.64960271165108,0.766876084687014,1.32071286951618
2044,1.09396144289455,2.21699568597808,1.07692223524169,2.4151631661862,1.89094544847941,1.92061826958989,1.34980131266527,2.04891885531538,2.92969091540014,1.72233946490742,3.41254870155508,2.82309520740883,2.33809925877726,3.67843884707266,0.746792212995615,1.32265501260421
2045,1.09757430135045,2.21943720798361,1.05778480668768,2.34765064364808,1.83396257402668,1.82765126165758,1.34787927785229,2.03430205407054,2.89053462184508,1.68943941682049,3.36082685694972,2.78582949943689,2.34688446001639,3.70727498249424,0.726708341304216,1.32459715569224
2046,1.07847311263076,2.22697942781375,1.03065866504204,2.2722336162966,1.80112834602533,1.75972869372704,1.33634165330515,2.0235797509052,2.8579260087259,1.66364983274688,3.31813617499435,2.75103606642383,2.34603774353917,3.72633101701529,0.702278121997275,1.31962186357484
2047,1.05937192391108,2.2345216476439,1.00353252339641,2.19681658894512,1.76829411802397,1.6918061257965,1.324804028758,2.01285744773987,2.82531739560672,1.63786024867327,3.27544549303898,2.71624263341077,2.34519102706195,3.74538705153635,0.677847902690334,1.31464657145744
2048,1.0402707351914,2.24206386747404,0.976406381750774,2.12139956159364,1.73545989002262,1.62388355786597,1.31326640421086,2.00213514457454,2.79270878248754,1.61207066459966,3.23275481108362,2.68144920039771,2.34434431058474,3.76444308605741,0.653417683383393,1.30967127934004
2049,1.02116954647171,2.24960608730418,0.949280240105139,2.04598253424216,1.70262566202126,1.55596098993543,1.30172877966372,1.99141284140921,2.76010016936836,1.58628108052604,3.19006412912825,2.64665576738464,2.34349759410752,3.78349912057847,0.628987464076451,1.30469598722264
2050,1.00206835775203,2.25714830713433,0.922154098459504,1.97056550689068,1.66979143401991,1.48803842200489,1.29019115511657,1.98069053824388,2.72749155624918,1.56049149645243,3.14737344717289,2.61186233437158,2.3426508776303,3.80255515509953,0.60455724476951,1.29972069510524
2051,0.996559399225596,2.25839403527679,0.909665357542289,1.90811793169994,1.65396606409797,1.48047853955053,1.2930715787039,1.9788490333866,2.71049960804463,1.56005021163982,3.1184229460565,2.58748666469912,2.34239376561121,3.8223907675972,0.597116239061783,1.30256941884999
2052,0.991050440699164,2.25963976341925,0.897176616625073,1.8456703565092,1.63814069417604,1.47291865709618,1.29595200229124,1.97700752852932,2.69350765984008,1.5596089268272,3.08947244494011,2.56311099502665,2.34213665359211,3.84222638009486,0.589675233354057,1.30541814259473
2053,0.985541482172732,2.26088549156171,0.884687875707857,1.78322278131846,1.62231532425411,1.46535877464182,1.29883242587857,1.97516602367204,2.67651571163553,1.55916764201459,3.06052194382372,2.53873532535419,2.34187954157301,3.86206199259253,0.58223422764633,1.30826686633947
2054,0.980032523646299,2.26213121970418,0.872199134790641,1.72077520612772,1.60648995433217,1.45779889218747,1.3017128494659,1.97332451881477,2.65952376343098,1.55872635720197,3.03157144270733,2.51435965568172,2.34162242955391,3.8818976050902,0.574793221938603,1.31111559008421
2055,0.974523565119867,2.26337694784664,0.859710393873425,1.65832763093698,1.59066458441024,1.45023900973311,1.30459327305323,1.97148301395749,2.64253181522642,1.55828507238935,3.00262094159094,2.48998398600926,2.34136531753482,3.90173321758787,0.567352216230876,1.31396431382895
2056,0.993164479033126,2.25800153126187,0.871767447980747,1.6403733942171,1.60043651036417,1.48896464131007,1.29509614325682,1.96664440791753,2.63075390917294,1.56735623417207,2.98271061066887,2.47097349988451,2.34192284764301,3.90813755353246,0.568078979459252,1.3261381061215
2057,1.01180539294639,2.25262611467711,0.883824502088069,1.62241915749722,1.61020843631809,1.52769027288702,1.28559901346041,1.96180580187757,2.61897600311945,1.57642739595478,2.96280027974681,2.45196301375977,2.34248037775121,3.91454188947706,0.568805742687628,1.33831189841405
2058,1.03044630685964,2.24725069809234,0.89588155619539,1.60446492077734,1.61998036227202,1.56641590446398,1.276101883664,1.95696719583762,2.60719809706597,1.58549855773749,2.94288994882474,2.43295252763502,2.3430379078594,3.92094622542166,0.569532505916004,1.35048569070659
2059,1.0490872207729,2.24187528150757,0.907938610302712,1.58651068405746,1.62975228822595,1.60514153604093,1.2666047538676,1.95212858979766,2.59542019101248,1.5945697195202,2.92297961790267,2.41394204151027,2.3435954379676,3.92735056136625,0.57025926914438,1.36265948299914
2060,1.06772813468616,2.2364998649228,0.919995664410034,1.56855644733758,1.63952421417988,1.64386716761789,1.25710762407119,1.94728998375771,2.583642284959,1.60364088130291,2.90306928698061,2.39493155538553,2.3441529680758,3.93375489731085,0.570986032372756,1.37483327529169
2061,1.08562672229759,2.23078849887583,0.946720143478035,1.54996878741202,1.65379242169887,1.65237740412948,1.25427422674777,1.93745036106821,2.56786478236607,1.61104663629728,2.8810310006125,2.3825065764873,2.34343100770667,3.92449595685953,0.576891094986225,1.38122858424506
2062,1.10352530990901,2.22507713282885,0.973444622546036,1.53138112748646,1.66806062921786,1.66088764064107,1.25144082942435,1.92761073837872,2.55208727977314,1.61845239129164,2.8589927142444,2.37008159758907,2.34270904733755,3.91523701640821,0.582796157599694,1.38762389319843
2063,1.12142389752043,2.21936576678187,1.00016910161404,1.5127934675609,1.68232883673685,1.66939787715266,1.24860743210093,1.91777111568923,2.53630977718021,1.625858146286,2.83695442787629,2.35765661869085,2.34198708696843,3.9059780759569,0.588701220213164,1.3940192021518
2064,1.13932248513185,2.2136544007349,1.02689358068204,1.49420580763534,1.69659704425585,1.67790811366425,1.24577403477751,1.90793149299974,2.52053227458727,1.63326390128036,2.81491614150819,2.34523163979262,2.3412651265993,3.89671913550558,0.594606282826633,1.40041451110517
2065,1.15722107274328,2.20794303468792,1.05361805975004,1.47561814770978,1.71086525177484,1.68641835017584,1.24294063745409,1.89809187031025,2.50475477199434,1.64066965627472,2.79287785514009,2.33280666089439,2.34054316623018,3.88746019505426,0.600511345440102,1.40680982005854
2066,1.16376090331021,2.1949473424279,1.06915829450624,1.45782319679081,1.70792107638322,1.67080604002928,1.24859589771579,1.88999749054986,2.4771197310132,1.63840692892816,2.76626355635858,2.31047248686659,2.33595500129287,3.86966230763924,0.593505840939708,1.40066998279848
2067,1.17030073387715,2.18195165016788,1.08469852926243,1.44002824587184,1.7049769009916,1.65519372988271,1.25425115797748,1.88190311078947,2.44948469003205,1.63614420158161,2.73964925757708,2.2881383128388,2.33136683635555,3.85186442022421,0.586500336439313,1.39453014553842
2068,1.17684056444408,2.16895595790787,1.10023876401863,1.42223329495287,1.70203272559998,1.63958141973614,1.25990641823917,1.87380873102908,2.4218496490509,1.63388147423506,2.71303495879558,2.265804138811,2.32677867141824,3.83406653280919,0.579494831938918,1.38839030827836
2069,1.18338039501102,2.15596026564785,1.11577899877483,1.40443834403391,1.69908855020835,1.62396910958957,1.26556167850086,1.86571435126869,2.39421460806976,1.6316187468885,2.68642066001408,2.2434699647832,2.32219050648093,3.81626864539417,0.572489327438523,1.3822504710183
2070,1.18992022557796,2.14296457338783,1.13131923353103,1.38664339311494,1.69614437481673,1.608356799443,1.27121693876255,1.85761997150831,2.36657956708861,1.62935601954195,2.65980636123258,2.2211357907554,2.31760234154361,3.79847075797914,0.565483822938129,1.37611063375824
2071,1.18294006700935,2.13438200757824,1.13222788707544,1.36457462844047,1.67643777059462,1.57693038533588,1.26286399258271,1.85315988129135,2.33799696496095,1.62466175875123,2.63341513405209,2.20295124837091,2.31193663695893,3.77423744290486,0.560899122413976,1.3640187230165
2072,1.17595990844074,2.12579944176865,1.13313654061985,1.342505863766,1.6567311663725,1.54550397122875,1.25451104640286,1.84869979107439,2.30941436283329,1.6199674979605,2.6070239068716,2.18476670598642,2.30627093237425,3.75000412783058,0.556314421889823,1.35192681227476
2073,1.16897974987214,2.11721687595905,1.13404519416426,1.32043709909154,1.63702456215038,1.51407755712162,1.24615810022302,1.84423970085743,2.28083176070562,1.61527323716978,2.58063267969111,2.16658216360193,2.30060522778957,3.72577081275629,0.55172972136567,1.33983490153302
2074,1.16199959130353,2.10863431014946,1.13495384770867,1.29836833441707,1.61731795792827,1.4826511430145,1.23780515404317,1.83977961064047,2.25224915857796,1.61057897637906,2.55424145251062,2.14839762121743,2.29493952320489,3.70153749768201,0.547145020841517,1.32774299079128
2075,1.15501943273493,2.10005174433987,1.13586250125308,1.2762995697426,1.59761135370615,1.45122472890737,1.22945220786332,1.83531952042351,2.2236665564503,1.60588471558833,2.52785022533013,2.13021307883294,2.28927381862021,3.67730418260772,0.542560320317365,1.31565108004954
2076,1.15199557083957,2.09133219412556,1.1380553145717,1.27091466652635,1.57952295750912,1.43167010651538,1.22652103231971,1.82776354436656,2.1975113585036,1.60462869213276,2.50444990699663,2.11346367264288,2.28291209039361,3.64873341306765,0.550041213717147,1.30937476010079
2077,1.14897170894421,2.08261264391125,1.14024812789031,1.2655297633101,1.56143456131209,1.41211548412339,1.22358985677609,1.82020756830961,2.1713561605569,1.60337266867719,2.48104958866313,2.09671426645282,2.27655036216701,3.62016264352758,0.55752210711693,1.30309844015204
2078,1.14594784704885,2.07389309369694,1.14244094120892,1.26014486009386,1.54334616511506,1.3925608617314,1.22065868123247,1.81265159225266,2.1452009626102,1.60211664522162,2.45764927032963,2.07996486026276,2.27018863394041,3.5915918739875,0.565003000516713,1.29682212020328
2079,1.14292398515349,2.06517354348263,1.14463375452754,1.25475995687761,1.52525776891803,1.37300623933941,1.21772750568885,1.80509561619571,2.1190457646635,1.60086062176605,2.43424895199613,2.0632154540727,2.26382690571381,3.56302110444743,0.572483893916496,1.29054580025453
2080,1.13990012325813,2.05645399326833,1.14682656784615,1.24937505366136,1.507169372721,1.35345161694742,1.21479633014523,1.79753964013876,2.0928905667168,1.59960459831048,2.41084863366263,2.04646604788263,2.25746517748722,3.53445033490736,0.579964787316278,1.28426948030578
2081,1.13566133183376,2.04798163553362,1.14559357331673,1.23550440709062,1.49136504647479,1.34570366620646,1.2177171572807,1.78943860000315,2.071720077357,1.59720945446781,2.39014086551282,2.02880358400644,2.24808503971693,3.50475104578504,0.578590949029643,1.27905603265227
2082,1.1314225404094,2.03950927779891,1.14436057878731,1.22163376051987,1.47556072022859,1.3379557154655,1.22063798441617,1.78133755986754,2.05054958799721,1.59481431062513,2.369433097363,2.01114112013025,2.23870490194665,3.47505175666273,0.577217110743007,1.27384258499877
2083,1.12718374898503,2.0310369200642,1.14312758425789,1.20776311394912,1.45975639398239,1.33020776472454,1.22355881155164,1.77323651973193,2.02937909863742,1.59241916678246,2.34872532921319,1.99347865625406,2.22932476417636,3.44535246754042,0.575843272456371,1.26862913734526
2084,1.12294495756066,2.02256456232949,1.14189458972847,1.19389246737838,1.44395206773619,1.32245981398357,1.22647963868711,1.76513547959632,2.00820860927762,1.59002402293979,2.32801756106337,1.97581619237787,2.21994462640608,3.4156531784181,0.574469434169735,1.26341568969176
2085,1.1187061661363,2.01409220459479,1.14066159519906,1.18002182080763,1.42814774148998,1.31471186324261,1.22940046582258,1.75703443946071,1.98703811991783,1.58762887909711,2.30730979291356,1.95815372850168,2.21056448863579,3.38595388929579,0.5730955958831,1.25820224203825
2086,1.12193745414751,2.00621432131131,1.14335327101506,1.16940205588528,1.41709618744396,1.31276413419007,1.22854149610987,1.74856386429944,1.96866204815553,1.58582901061658,2.28965893214522,1.94293048842359,2.19997618370008,3.35658184990145,0.572280319844256,1.25733347897402
